,name1
562,ASUS VivoBook R1502ZA i3 1215U 8 512SSD INT FHD ا لپ تاپ ایسوس R1502 ZA
563,لپ تاپ ایسر 8GB RAM | 256GB SSD | VGA 1650 4GB | i5 10300H | AN515 ا Acer Nitro 5 AN515
564,لپ تاپ 15.6 اینچی ایسر مدل Aspire 5 A515 پردازنده Core i5 1235U رم 8GB حافظه256GB SSD گرافیک 2GB MX550 ا Aspire 5 A515 Core i5 1235U 8GB 256GB SSD 2GB MX550 Full HD Laptop
565,لپ تاپ اپل MacBook Pro 13 (2022)-CTO ا Apple M2-16GB-512GB SSD-10Core GPU Laptop
566,ASUS ROG ZEPHYRUS
567,لپ تاپ گیمینگ 15.6 اینچ MSI مدل Raider GE67HX 12UGS
568,لپ تاپ مایکروسافت سرفیس بوک 1 | Microsoft Surface book 1 ا microsoft surface book 1
569,لپ تاپ ایسوس   R427FA | 4GB AM | 1TB HDD | i3 ا ASUS  VivoBook  14  R427FA
570,لپ تاپ ام اس آی مدل ریدر B - GE67 12UGS ا MSI Raider GE67 12UGS i9 12900HX 32GB 1TB SSD 8GB QHD Gaming Laptop
571,لپ تاپ گیمینگ ایسوس ASUS FA507RC پردازنده RYZEN7 6800H رم 16GB حافظه 1TB SSD گرافیک 4GB RTX 3050 - خاکستری ا ASUS FA507RC R7 : 6800H-16GB- 1TB SSD- 4GB- RTX 3050
572,لپ تاپ 17.3 اینچ Acer مدل Nitro 5 AN517-55-57WA
573,لپ تاپ لنوو ThinkBook 15 | 4GB RAM | 256GB SSD | i3 ا Laptop Lenovo ThinkBook 15
574,لپ تاپ ایسوس G513RW | 32GB RAM | 1TB SSD | Ryzen 9 6900HX | VGA 3070TI 8GB ا ASUS ROG G513RW STRIX
575,لپ تاپ الترابوک HP ELITEBOOK 840 G2
576,Asus VivoBook X509FA لپ تاپ ایسوس X509FA | 12GB RAM | 256GB SSD | 1TBHDD | I3 ا Asus VivoBook X509FA
577,مشخصات، قیمت و خرید لپ تاپ 14 اینچی اچ پی مدل ProBook 440 G5 ا HP ProBook 440 G5 14 inch Laptop
578,لپ تاپ لنوو Legion 5 Pro | 16GB RAM | 1TB SSD | Ryzen 7 6800H | VGA 3060 6GB ا Lenovo Legion 5 Pro
579,لپ تاپ 17.3 اینچی ام اس ای مدل Titan GT77 HX 13VH
580,لپ تاپ ایسوس VivoBook R565JP | 8GB RAM | 1TB HDD | i7 | 2GB VGA ا Asus VivoBook R565JP
581,لپ تاپ ۱۲ اینچ دل Latitude 5290 ا Dell Latitude 5290 | 12 inch | Core i5 | 16GB | 512GB
582,لپ تاپ 13 اینچی Apple مدل MacBook Air A1466 2017 I5-8-256
583,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX517ZM پردازنده Core i7 12650H رم 32GB حافظه 1TB SSD گرافیک 6GB RTX3060 ا TUF Gaming FX517ZM Core i7 12650H 32GB 1TB SSD 6GB RTX3060 Full HD Laptop
584,لپ تاپ گیمینگ ایسوس راگ ROG Strix Scar 18 G834JZ i9 13980HX RTX4080 175W 32G 1T 2023
585,لپ تاپ Lenovo مدل ThinkPad X1 Carbon Gen 8 سایز 14 اینچ تاچ پردازنده اینتل renew) core i7 8650u)
586,لپ تاپ HP 8770W Workstation
587,لپ تاپ اچ‌ پی Victus 15 | 32GB RAM | 512GB SSD | i5 12500H | VGA 3050 4GB ا HP Victus15
588,لپ تاپ اچ پی Pavilion Gaming 15-EC2010CA-A ا HP R5 5600H-16GB-1TB SSD-4GB 3050-FHD Laptop
589,لپ تاپ 12.5 اینچی لمسی قلم دار اچ پی مدل Hp pro x2 612g1
590,لپ تاپ  اچ پی  OMEN 16 B0003 - A | 16GB RAM | 1TB HDD | i7 | 6GB VGA ا HP OMEN 16 B0003
591,مک بوک پرو 16 اینچ M2 Pro مدل MNWD3 سال 2023
592,لپ تاپ 16 اینچی ایسوس مدل Vivobook 16 R1605ZA-MB211
593,لپ تاپ ایسوس X515MA | 4GB RAM | 1TB HDD | N4020 ا ASUS X515MA
594,لپ تاپ گیمینگ ریزر مدل Razer Blade 16 2023 i9-13950HX RTX4080 32GB 1TB 2K 240HZ
595,لپ تاپ 15 اینچی ایسوس مدل Asus TUF Dash F15 FX517ZR - AC ا Asus Core i7 12650H - 32GB - 512SSD - 8GB RTX3070 - 144Hz - FULL HD
596,آلترابوک‌ دل ایکس پی اس 13 اینچ با پردازنده i5 ا XPS 13-9360 Core i5 8GB 256GB SSD Intel Laptop
597,لپ تاپ  ایسوس R565EA | 4GB RAM | 512GB SSD | i3 ا Laptop Asus VivoBook R565EA
598,لپ تاپ ایسوس مدل VivoBook 15 R1502ZA Core i7(1255U)-16GB-1TB SSD-2G(IRIS)-Full HD-TFT
599,لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 3 15ITL6 i5 16GB 512GB NOS ا Lenovo i5 1135G7-16GB-512GB SSD-2GB Geforce MX350-TN ۱۵.۶ inch FHD Laptop
600,لپ تاپ لنوو Legion 5 | 32GB RAM | 1TB SDD | i7 | 8GB VGA ا Laptop Lenovo Legion 5
601,لپ تاپ14 اینچی مایکروسافت سورفیس لپ تاپ استودیو نقره ای Microsoft Surface Laptop Studio i7-16-512-14-3050
602,مک بوک پرو ۱۴ اینچی اپل با چیپ M2 Max - مدل MPHG3 رنگ خاکستری
603,لپ تاپ لنوو IdeaPad 3 | 8GB RAM | 1TB HDD | 128GB SSD | Ryzen 5 ا Lenovo Ideapad 3
604,لپ تاپ 15.6 اینچی ایسوس مدل X1500EP-EJ005W i5 8GB 512SSD MX330
605,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 16inch MK1A3 پردازنده M1 Max رم 32GB حافظه 1TB SSD ا Apple MacBook Pro 16‑inch MK1A3 M1 Max 32GB 1TB SSD Laptop
606,لپ تاپ آکبند و پلمپ Microsoft Surface Book 2 i7 16GB 512GB GTX 1050 2GB
607,لپ تاپ لنوو 15 اینچی مدل Ideapad 5 پردازنده Core i7 رم 16GB حافظه 1TB 512GB SSD گرافیک 2GB ا Ideapad 5 Core i7 1165G7 16GB 1TB 512GB SSD 2GB FHD Laptop
608,لپ تاپ دل مدل Latitude 7400 با پردازنده i7 ا Latitude 7400 Core i7 16GB 512GB SSD Intel FHD Laptop
609,لپ تاپ Razer مدل 1660 Blade 15 Base Model - GTX
610,لپ تاپ لنوو  V15 | 12GB RAM | 1TB HDD | 512GB SSD | i3 ا Laptop Lenovo V15
611,"سرفیس لپتاپ Surface Laptop 3 - 15"" intel i5 ,Ram8G,256G SSD"
612,لپ تاپ لنوو Lenovo T480s Core i5 الترابوک نسل هشتم ا Lenovo T480s Core i5
613,لپ تاپ 15 اینچی اچ پی مدل Hp 15S - FQ5006NE - A ا HP Core i3 1215U - 8GB - 256SSD - UHD
614,Dell Precision 5520 | i7 | 16 | 512 | 4GB | Full HD
615,لپ تاپ سرفیس پرو 4 مایکروسافت cor i7 رم 16 هارد 512 SSD
616,"لپ تاپ SAMSUNG Notebook NP370E5L i7-6700HQ,16G,256GB SSD,2GB Geforce 920MX,15.6″FHD"
617,لپ تاپ لنوو IdeaPad 3-AD | 12GB RAM | 1TB HDD | 512GB SSD | i7 | 2GB VGA ا LENOVO IdeaPad 3
618,لپتاپ Dell 5490 ا Laptop Dell E5490
619,لپ تاپ HP VICTUS 16 ا LOP TOP HP VICTUS 16
620,مک بوک ایر M2 ظرفیت 24/1TB گیگ (8C-10C) 2022 CTO
621,لپ تاپ گیمینگ ایسوس تاف ASUS TUF 15 2023 i9-13900H RTX4060 16G 512G 165Hz
622,لپ تاپ ایسوس FX507ZE 16GB RAM | 1TB SSD | i7 ا ASUS FX507ZE
623,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1093DX پردازنده Core i5-13420H رم 8GB حافظه 1TB SSD گرافیک 6GB ا HP Victus 15-FA1093DX Core i5-13420H 8GB 1TB SSD 6GB 3050 FHD Laptop
624,لپ‌تاپ ایسوس مدل UP5401EA | I7 (1165G7) | 16GB Ram | 1TB SSD | Intel Graphic
625,لپتاپ لنوو تینکبوک Lenovo ThinkBook 15-IML نسل دهم
626,لپ تاپ ۱7 اینچی ایسوس مدل ASUS TUF Gaming FA707RW ا ASUS TUF Gaming FA707RW 17 inch laptop
627,لپ تاپ 15 اینچی اینتل مدل Intel NUC X15 C71FBG ا INTEL Core i7 11800H - 32GB - 1TB SSD - 8GB RTX3070 - 240Hz - FULL HD
628,"لپ تاپ Dell Latitude 7389 i7-7600U,16GB,256GB SSD,13.3"" FHD TOUCH-X360"
629,لپ تاپ ایسوس مدل VivoBook Flip 14 TP410UF با پردازنده i7 و صفحه نمایش لمسی ا VivoBook Flip 14 TP410UF Core i7 8GB 1TB+128GB SSD 2GB Touch Laptop
630,لپ تاپ ایسوس   G15 GA503QE-A | 16GB RAM | 1TB SSD | Ryzen 9 | 4GB VGA ا ASUS  ROG  Zephyrus  G15  GA503QE
631,لپ تاپ Dell 5550
632,"لپ تاپ Dell XPS 13 Plus 9320 Latest 2022 Performance Ultrabook, 12th Gen Intel Core i7-1260P, 13.4 Inch FHD, 1TB SSD, 16 GB RAM, Intel® Iris® Xe Graphics, Win 11 Home, McAfee 3 Yr, Eng Ar KB, Gray"
633,Dell Precision 3530
634,لپ تاپ DELL مدل XPS 13 9300Core i7-8-256
635,لپ تاپ 15.6 اینچی ایسوس مدل VivoBook X515JA-BR3991W 12GB 512GB SSD ا VivoBook X515JA-BR3991W i3 1005g1 12GB 512GB SSD Intel UHD
636,لپ تاپ مایکروسافت مدل سرفیس لپتاپ2 با پردازنده i5 و صفحه نمایش لمسی ا Surface Laptop 2 - E Core i5 16GB 256GB SSD Intel Touch
637,MSI GF66 12UC Core i5 (12450H) - 8GB DDR5 - 512GB SSD - 4GB (RTX 3050) Laptop
638,"لپ تاپ گیمینگ اچ پی مدل HP OMEN 16"" 2023 i9-13900HX RTX4060 240HZ"
639,لپ تاپ15 اینچی مایکروسافت سورفیس لپ تاپ 4 نقره ای Microsoft Surface Laptop 4 r7-8-256-15
640,لپ تاپ ایسوس FX517ZM | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا ASUS TUF GAMING F17 FX517ZM
641,لپ تاپ ایسوس مدل ASUS Zenbook Q508UG-B
642,لپ تاپ ۱۵ اینچی ایسر مدل ACER Nitro 5 AN515 R5 5600H
643,لپ تاپ دل مدل Dell Precision 7520
644,لپ تاپ HP ProBook 640 G2 کد 6800
645,لپ تاپ گیمینگ ایسوس راگ مدل ASUS ROG Zephyrus M16 i9-13900H RTX4060 16GB 1TB 240HZ
646,لپ تاپ 14 اینچی ام اس آی مدل Modern 14 - C13M Core i5 1355U 16-512GB
647,"لپ تاپ حرفه ای گیگابایت ارو GIGABYTE AERO 17 HDR XD-73US524SP-ارسال 10 الی 15 روز کاری ا GIGABYTE AERO 17 HDR XD - 17.3"" UHD 4k IPS Anti-Glare, Intel Core i7, NVIDIA GeForce RTX 3070 Laptop GPU 8GB GDDR6, 16GB RAM, 1TB SSD, Win10 Pro, Creator Laptop"
648,لپ تاپ ایسوس 15.6 اینچی مدل ROG Strix G513RW پردازنده Ryzen 9 6900HX رم 16GB حافظه 1TB SSD گرافیک 8GB 3070Ti ا ROG Strix G513RW Ryzen 9 6900HX 16GB 1TB SSD 8GB RTX 3070Ti 2K Laptop
649,لپ تاپ ایسوس 15.6 اینچی مدل X515JP پردازنده Core i7 1065G7 رم 16GB حافظه 1TB 512GB SSD گرافیک 2GB MX330 ا X515JP Core i7 1065G7 16GB 1TB 512GB SSD 2GB MX330 FHD Laptop
650,لپ تاپ گیمینگ ایسوس ROG Strix SCAR 17 G733ZS-ZB (2022)
651,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i7 1165G7 رم 16GB حافظه 1TB 512GB SSD گرافیک 2GB ا VivoBook R565EP Core i7 1165G7 16GB 1TB 512GB SSD 2GB Full HD Laptop
652,لپ تاپ گیمینگ ایسوس ASUS Gaming ROG Strix G513RM R9 6900H 32GB 1TB SSD RTX 3060
653,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZC پردازنده Core i7 12700H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX3050 ا TUF Gaming FX507ZC Core i7 12700H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop
654,لپ تاپ 13 اینچی مایکروسافت  Surface Laptop 4 گرافیک AMD ا MICROSOFT Surface Laptop 4 Ryzen 5 4680U 8GB 128GB SSD  AMD Radeon Graphics 13 INCH LAPTOP
655,لپ تاپ ام اس آی 15.6 اینچی مدل MODERN 15 B7M-071IN پردازنده Ryzen 5-7530U رم 16GB حافظه 512GB SSD گرافیک AMD ا MSI MODERN 15 B7M-071IN Ryzen 5-7530U 16GB 512GB SSD AMD Full HD Laptop
656,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i5 1135G7 رم 20GB حافظه 1TB 256GB SSD گرافیک 2GB ا Ideapad 3 Core i5 1135G7 20GB 1TB 256GB SSD 2GB MX350 FHD Laptop
657,لپ تاپ اچ پی مدل HP Elitebook 850 G5 – i7 8650u 16G 512sSD 2G ا HP Elitebook 850 G5 – i7 8650u 16G 512sSD 2G
658,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11400H رم 32GB حافظه 512GB SSD گرافیک 4GB RTX3050 ا TUF Gaming FX506HC Core i5 11400H 32GB 512GB SSD 4GB RTX3050 Full HD Laptop
659,Laptop Lenovo ideapad 3 core i3 (1215) 12GB 512SSD INTEL FHD ا لپ تاپ لنوو مدل ideapad 3 core i3 (1215) 12GB 512SSD INTEL FHD
660,لپ تاپ ایسوس ZenBook 14 Flip OLED UN5401QA-Z
661,لپ تاپ 15 اینچی اچ پی مدل ProBook 650 G1
662,"لپ تاپ گیمینگ اچ پی مدل HP Victus 15.6"" 2023 i5-13700H RTX4050 144HZ"
663,لپ تاپ ایسوس FX507ZM-D مدل i7-32GB-2TB-6GB(3060) TUF
664,لپ تاپ مایکروسافت مدل Microsoft Surface book 1 - i7 16G 512GSSD intel
665,لپ تاپ ایسوس Q508UG
666,لپ تاپ لنوو LOQ Gaming - BA
667,لپ‌تاپ ایسوس FX506HC | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا ASUS TUF Gaming F15 FX506HC
668,لپ تاپ ایسر NITRO 5 AN517 I5(12500H) 8 512 4(3050)
669,لپ تاپ لنوو 15.6 اینچی مدل ideaPad 3 R5 5500 12 1+256 Vega ا Lenovo ideaPad 3 R5 5500U-12GB-1TB+256SSD-Vega7-FHD Laptop
670,مک بوک پرو 16 اینچی 2019 با تاچ بار مدل A2141 ا Apple A2141 macbook pro
671,لپ تاپ ایسوس  FX516PE | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا Asus TUF F15 FX516PE
672,مک بوک ایر 8GB RAM | 512GB SSD | M1 | MGNE3 ا MacBook Air MGNE3
673,لپ تاپ 14 اینچ ایسوس VivoBook Flip TP412UA ا Asus VivoBook Flip TP412UA | 14 inch | Core i3 | 4GB | 128GB
674,ASUS ROG Zephyrus GA503QS Ryzen 9 (5900HS) - 16GB - 1TB SSD - 8GB (RTX 3080) 165Hz QHD
675,Laptop Lenovo Ideapad 3 core i7 (1165G7) 16GB 1TB+512GBSSD 2GB (MX450) ا لپ تاپ 15 اینچی لنوو مدل Ideapad 3 core i7 (1165G7) 16GB 1TB+512GBSSD 2GB (MX450)
676,لپ تاپ لنوو نسل 5 مدل V15 5626U R5 8G RAM 256GB SSD AMD FHD 15.6 ا V15 G3 AMD R5 5625U 8G 256GB SSD Radeon FHD15.6
677,لپ تاپ 15.6 اینچی گیمینگ اچ‌پی مدل Victus 15-fa0032dx-AA ا Victus Gaming 15-FA0032DX i7 12650H 32G 1T SSD 4G 3050TI FHD IPS
678,لپ تاپ لنوو ideapad 3 | 8GB RAM | 256GB SSD | i3 1115G4 ا Lenovo ideapad 3
679,لپتاپ HP Zbook G6
680,لپ تاپ 16 اینچی لنوو مدل Lenovo Legion 7 Pro - B ا Lenovo Core i9 13900HX - 32GB - 2SSD - 12GB RTX4080 - 240HZ - WQXGA
681,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MGN73 ا Apple MGN73
682,لپ تاپ دل لپتاپ دل 14 اینچ مدل Latitude 7400 پردازنده Core i5 رم 8GB هارد 256GB گرافیک Intel ا Latitude 7400 Core i5 8365U 8GB 256GB Intel FHD Laptop
683,لپ تاپ لنوو ideapad 3 | 12GB RAM | 512GB SSD | i3 1115G4 ا Lenovo ideapad 3
684,لپ تاپ 14 اینچی اچ پی مدل Pavilion x360 14t EK000 - 5B پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک Intel ا HP Pavilion x360 14t EK000 - 5B Core i5 1235U 8GB 1TB SSD Intel Full HD Touch Laptop
685,لپ تاپ لنوو ThinkBook 15 | 4GB RAM | 256GB SSD | i3 | 2GB VGA ا Laptop Lenovo ThinkBook 15
686,لپ تاپ دل i7 رم16 هارد 512SSD گرافیک4 Dell Precision 5530 ا Dell Precision 5530
687,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i7 1165G7 رم 16GB حافظه 1TB 256GB SSD گرافیک 2GB ا VivoBook R565EP Core i7 1165G7 16GB 1TB 256GB SSD 2GB Full HD Laptop
688,لپ تاپ13.5 اینچی مایکروسافت سورفیس لپ تاپ 3 مشکی Microsoft Surface Laptop 3 i5-16-256-13.5
689,لپ تاپ ام اس آی 16 اینچی مدل Summit E16Flip A12UCT ا MSI intel i7 1280P-32GB LPDDR5-1TB SSD- RTX3050 MAXQ GDDR6 4GB -IPS 16 inch QHD+ Laptop+PEN
690,Laptop Lenovo ideapad 3 core i3 (1215) 8GB 1TBSSDINTEL FHD ا لپ تاپ لنوو مدل ideapad 3 core i3 (1215) 8GB 1TBssd INTEL FHD
691,لپ تاپ ایسوس ROG Strix SCAR 15 G533ZM-AC ا Asus i9 12900H-32GB-1TB SSD-6GB 3060-FHD Laptop
692,LENOVO LEGION 7 core i9 (11980HK) 32GB 1TBSSD 16GB (RTX3080) ا لب تاپ لنوو مدلLEGION 7 core i9 32GB 1TBSSD 16GB
693,مک بوک پرو 16 اینچ M2 Max پردازنده 12core - 38core حافظه رم 32 گیگابایت هارد 1 ترابایت SSD نقره ای MNWE3
694,لپ تاپ ایسوس X515EP | 8GB RAM | 1TB SSD | i5 | 2GB VGA ا VivoBook 15 X515EP
695,Asus ROG strix G15 G513QE Ryzen9 5900HX 16 1SSD 4 3050TI FHD ا لپ تاپ ایسوس G513 QE
696,لپ تاپ گیمینگ اچ پی مدل ویکتوس A - 15-fa1093dx ا HP Victus 15-fa1093dx i5 13420H 8GB 512GB 6GB FHD Gaming Laptop
697,DELL LATITUDE 7490
698,لپ تاپ ایسوس VIVOBOOK K571GT | 8GB RAM | 1TB HDD | 256GB SSD | i5 | 4GB VGA ا VIVOBOOK K571GT P
699,لپ تاپ 15 اينچي دل مدل Vostro 3515-C
700,لپ تاپ گیمینگ 15.6 اینچ MSI مدل Raider GE67HX 12UHS
701,لپ تاپ ایسوس مدل ROG Flow X13 GV301RE-LJ066
702,لپ تاپ گیمینگ ایسوس راگ مدل ASUS ROG FLOW Z13 2023 i9-13900H RTX4060 16GB 1TB 165HZ
703,لپ تاپ گیمینگ ایسوس |  ROG Strix Scar 16 G634JY-ZE (2023) | 32GB DDR5  | 1TB SSD | i9 | 16GB VGA ا ROG Strix Scar 16 G634JY-ZE (2023)
704,"لپ تاپ ایسوس G513RC گرافیک 4 گیگابایت ا ASUS G513RC R7(6800H) 16GB 512GB SSD 4GB(3050RTX) 15.6""FHD LAPTOP"
705,لپ تاپ گیمینگ الین ویر مدل Alienware m16 2023 i9-13900HX RTX4090 32GB 1TB 2.5K 240HZ
706,لپ تاپ ام اس آی ۱۷.۳ اینچی مدل Titan GT77 12UHS ا MSI intel i9 12900HX-64GB DDR5-2TB SSD-16GB RTX™ 3080Ti GDDR6 -IPS 17.3 inch UHD Laptop
707,لپ‌تاپ Dell Latitude 7470
708,لپ تاپ DELL ALIENWARE M15R5-A610BLK-PUS
709,لپ تاپ لنوو  IdeaPad 3 | 12GB RAM | 1TB HDD | 128GB SSD | I7 | 2GB VGA ا Lenovo IdeaPad 3
710,Laptop ASUS FX507ZE- i7(12700H)/32/1SSD/4
711,ASUS VivoBook X515EP i7 1165G7 12 1SSD 2 MX330 FHD ا لپ تاپ ایسوس X515 EP
712,لپ تاپ لنوو ThinkPad E14-EA ا Lenovo i7 1255U-16GB-512SSD-2GB 550-FHD Laptop
713,لپ تاپ  لنوو IdeaPad 3 | 8GB RAM | 1TB HDD | 512GB SSD | i3 ا Lenovo  IdeaPad  3  CAE
714,لپ تاپ گیمینگ ام اس آی مدل کاتانا B - GF76 12UD ا MSI Katana GF76 12UD i7 12700H 16GB 512GB 4GB FHD Gaming Laptop
715,Acer Nitro 5 AN515-58 Core I7 (12700H) - 16GB - 1TB - 8GB(RTX 3070) FHD 144Hz Laptop
716,لپ تاپ 14.4 اینچی مایکروسافت مدل Surface Laptop Studio پردازنده Core i7-11370H رم 16GB حافظه 512GB SSD گرافیک 4GB RTX3050Ti
717,لپتاپ گیمینگ ASUS TUF Dash F15 FX516PM
718,لپ تاپ گیمینگ ایسر مدل پریدیتور ترایتن 500 SE ا Acer Predator Triton 500 SE i9 11900H 32GB 1TB SSD 8GB QHD Gaming Laptop
719,لپ تاپ گیمینگ لنوو مدل Lenovo Legion Pro 5 2023 i9-13900HX RTX4060 16GB 512GB
720,لپ تاپ ایسر 16.0 اینچی ACER Predator TRITON 300 i7 12700H-32GB-1TB SSD ا Acer i7 12700H-32GB-1TB SSD-6GB RTX3060-WQXGA 2K Laptop
721,لپ تاپ 15 اينچي دل مدل Vostro 3515-D
722,لپ تاپ سامسونگ i7-16-512-VGA intel NP730QDA
723,لپ تاپ 15.6 اینچی اچ‌پی مدل G8 R5 8 256G
724,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 - i7 - 8GB - 256GB
725,لپ تاپ HP EliteBook x360 1030 G2
726,لپ تاپ 15.6 اینچ ایسر مدل Aspire 5 A515-56G-35SK ا acer Aspire 5 A515-56G-35SK i3 4G 1T 2G NOS
727,لپ تاپ لنوو V15 | 8GB RAM | 1TB HDD | 128GB SSD | i3 | 2GB VGA ا Laptop Lenovo V15
728,لپ تاپ ایسر مدل ACER A315-59G i3-1215U 4GB 512GSSD 2GB-MX550 15.6 FHD
729,لپ تاپ مایکروسافت 32GB RAM | 512GB SSD | 6GB VGA | i7 | Surface Book3 ا Laptop Surface Book3
730,لپ تاپ ایسر Aspire 7 A715-42G-R9W3-A ا Acer R5 5500U-16GB-512SSD-4GB 1650-FHD Laptop
731,لپ تاپ دل لتیتود 3189 لمسی مدل Dell Latitude 3189 2-in-1
732,لپ تاپ اچ پی Zbook Studio X360 G5
733,لپ‌ تاپ لنوو Ideapad 3 | 12GB RAM | 1TB HDD | i3 ا Lenovo  Ideapad 3 ND
734,لپ تاپ ایسوس  TP470EZ | 8GB RAM | 512GB SSD | i5 | 4GB VGA ا Asus VivoBook Flip TP470EZ
735,مک بوک پرو 16 اینچ M2 Pro مدل MNWC3 سال 2023 – M2 Pro/16GB/512GB رنگ Silver
736,لپ تاپ لنوو  Ideapad 3 | 4GB RAM | 1TB HDD | 256GB SSD | i3 ا Lenovo IdeaPad 3
737,لپ تاپ گیمینگ ایسوس ROG Strix G18 G814JV-XC (2023)
738,لپ تاپ 15 اینچی ایسوس مدل Asus ExpertBook B1500C - EJ3732 - i7 16GB 512GB Iris Xe ا ASUS Corei7 1165G7 - 16GB - 512SSD - Intel Iris X - FULL HD
739,لپ تاپ ایسوس ROG Strix G17 G713RW-AC ا Asus R7 6800H-32GB-1TB SSD-8GB 3070Ti-FHD Laptop
740,لپ تاپ MSI مدل CYBORG 15 GAMING - i7-12650H
741,لپ تاپ ایسوس 15.6 اینچی مدل Asus X515E i3/4/256 Intel
742,لپ تاپ لنوو V15 | 12GB RAM | 256GB SSD | i3 | 2GB VGA ا Laptop Lenovo V15
743,لپ تاپ ایسوس TUF Gaming A17 FA707RW-AB ا Asus R7 6800H-16GB-1TB SSD-8GB 3070 Ti-FHD Laptop
744,لپ تاپ 15.6 اینچی لنوو مدل IDEAPAD 3-AA-i7(1165G7)-16GB-1TBHDD+256SSD-2G(MX450)
745,لپ تاپ ایسوس TUF Gaming 15 FX506HE i5/8GB/512GB SSD/4GB RTX 3050TI ا ASUS TUF Gaming 15 FX506HE i5-11400/8GB/512GB SSD/4GB RTX 3050TI 15.6 inch Laptop
746,لپ‌تاپSurface Book1 i5 7300U
747,لپ تاپ گیمینگ 17.3 اینچ MSI مدل Katana GF76 12UDO
748,لپ تاپ لنوو V15 | 8GB RAM | 256GB SSD | I5 1135G7 | VGA Mx350 2GB ا Laptop Lenovo V15
749,لپ تاپ توشیبا الترابوک TOSHIBA TECRA X40
750,Acer Nitro 5 AN515-45-R7WA Ryzen 7(5800H) - 16GB - 512GB SSD - 6GB(RTX3060) Laptop ا لپ تاپ ایسر مدل Acer Nitro 5 AN515-45-R7WA Ryzen 7(5800H) - 16GB - 512GB SSD - 6GB(RTX3060)
751,لپ تاپ 15.6 اینچ ایسر مدل Aspire 5 A515-57G-51RC–A ا acer Aspire 5 A515-57G-51RC i5 8G 256G 4G NOS
752,لپ تاپ ایسوس مدل ASUS FX507ZR-VA|i7 12700H-16GB-2TB SSD-8GB RTX 3070-WQHD 165Hz PACK
753,لپ تاپ لنوو Legion 5 | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا Laptop Lenovo Legion 5
754,اچ پی 255G9 AMD Ryzen5425 20 1tra+256 Radeon4gb 15.6FHD
755,لپ تاپ ایسر 15.6 اینچی مدل Nitro 5 AN515 پردازنده Core i9 11900H رم 32GB حافظه 1TB SSD گرافیک 6GB 3060 ا Nitro 5 AN515 Core i9 11900H 32GB 1TB SSD 6GB 3060 Full HD Laptop
756,لپ تاپ دل precisin3530
757,لپتاپ HP Zbook 15 G2
758,لپ تاپ ایسوس ROG Strix G15 G513QR-AB ا Asus R7 5800H-32GB-1TB SSD-8GB 3070-FHD 300Hz Laptop
759,لپ تاپ لنوو  IdeaPad 3 | 16GB RAM | 512GB SSD | Ryzen 5 | 4GB VGA ا IdeaPad Gaming 3
760,لپ تاپ لنوو Legion 5 Pro | 16GB RAM | 1TB SSD | i7 | 6GB VGA ا Laptop Lenovo Legion 5 Pro
761,لپ تاپ لنوو Ideapad L3 | 4GB RAM | 1TB SSD | i3 ا Lenovo Ideapad L3
762,لپ تاپ ایسوس نسل 11 مدل ASUS X515EA I3 1115G4 12G RAM 512G SSD INTEL 15.6 FHD ا ASUS X515EA I3 1115G4 12G RAM 512G SSD INTEL 15.6 FHD
763,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i7 1165G7 رم 20GB حافظه 512GB SSD گرافیک 2GB ا X515EP Core i7 1165G7 20GB 512GB SSD 2GB MX330 FHD Laptop
764,لپ تاپ گیمینگ ایسوس مدل ASUS ROG Zephyrus GA503QS R9 16GB 1TB SSD 8GB
765,لپ تاپ لنوو Legion 5 | 16GB RAM | 512GB SSD | Ryzen 7 | 6GB VGA ا Lenovo Legion 5
766,لپ تاپ اچ پی گیمینگ 15.6 اینچ Pavilion 15 Ryzen 5-3550H FULL HD (اپن باکس)
767,لپ تاپ ایسوس TUF Gaming F15 FX506HE | 32GB RAM | 1TB SSD | I7 | 4GB VGA ا TUF Gaming F15 FX506HE
768,لپ تاپ HP PAVILION 15 ا LAPTOP HP PAVILION 15
769,لپ تاپ لنوو ideapad 3 | 8GB RAM | 1TB HDD | 3020E ا Lenovo  ideapad  3
